"","city","stateProvince","n","medianSalary","cityMeanClick","cityMeanLocalClick","localRatio","lng","lat","SalaryInfo","ClickInfo","LocalClickInfo"
"1167","Burlington","NC",103,29300,22.6561920280395,4.03615044148307,0.178147785668831,-79.4692,36.0761,"Annual estimated Salary in  Burlington : $ 29300","Daily estimated Click per job in  Burlington :  22.6561920280395 clicks","Daily estimated Local Click ratio per job in  Burlington : $ 0.178147785668831"
"1168","Gilbert","AZ",185,29300,22.3270137520817,4.15774362682466,0.186220319160998,-111.7463,33.3103,"Annual estimated Salary in  Gilbert : $ 29300","Daily estimated Click per job in  Gilbert :  22.3270137520817 clicks","Daily estimated Local Click ratio per job in  Gilbert : $ 0.186220319160998"
"1169","Rockwall","TX",73,29300,20.1806713228494,2.87565848089252,0.142495679895276,-96.4379,32.9169,"Annual estimated Salary in  Rockwall : $ 29300","Daily estimated Click per job in  Rockwall :  20.1806713228494 clicks","Daily estimated Local Click ratio per job in  Rockwall : $ 0.142495679895276"
"1170","Salem","NH",75,29300,20.3281943661613,2.19659267828582,0.108056457879127,NA,NA,"Annual estimated Salary in  Salem : $ 29300","Daily estimated Click per job in  Salem :  20.3281943661613 clicks","Daily estimated Local Click ratio per job in  Salem : $ 0.108056457879127"
"1171","Greensburg","PA",92,29200,23.3684103481033,4.44045282117826,0.190019464526336,-79.5445,40.3113,"Annual estimated Salary in  Greensburg : $ 29200","Daily estimated Click per job in  Greensburg :  23.3684103481033 clicks","Daily estimated Local Click ratio per job in  Greensburg : $ 0.190019464526336"
"1172","Tupelo","MS",97,29200,21.4181109323936,4.36096146386501,0.203610928976436,-88.7298,34.2637,"Annual estimated Salary in  Tupelo : $ 29200","Daily estimated Click per job in  Tupelo :  21.4181109323936 clicks","Daily estimated Local Click ratio per job in  Tupelo : $ 0.203610928976436"
"1173","Destin","FL",78,29150,18.7435839122275,2.28702297603591,0.122016311648059,-86.4701,30.395,"Annual estimated Salary in  Destin : $ 29150","Daily estimated Click per job in  Destin :  18.7435839122275 clicks","Daily estimated Local Click ratio per job in  Destin : $ 0.122016311648059"
"1174","La Crosse","WI",142,29150,19.3539801668893,5.46073209204861,0.282150340393073,-91.2279,43.8234,"Annual estimated Salary in  La Crosse : $ 29150","Daily estimated Click per job in  La Crosse :  19.3539801668893 clicks","Daily estimated Local Click ratio per job in  La Crosse : $ 0.282150340393073"
"1175","Mentor","OH",106,29150,17.5051572289487,2.81254795924074,0.160669677081767,-81.3361,41.6895,"Annual estimated Salary in  Mentor : $ 29150","Daily estimated Click per job in  Mentor :  17.5051572289487 clicks","Daily estimated Local Click ratio per job in  Mentor : $ 0.160669677081767"
"1176","Metairie","LA",116,29150,33.6171656675933,4.08843762893901,0.121617558998445,-90.1781,29.9976,"Annual estimated Salary in  Metairie : $ 29150","Daily estimated Click per job in  Metairie :  33.6171656675933 clicks","Daily estimated Local Click ratio per job in  Metairie : $ 0.121617558998445"
"1177","Sandy","UT",124,29150,18.4128309585912,2.12960408892161,0.115658699833333,NA,NA,"Annual estimated Salary in  Sandy : $ 29150","Daily estimated Click per job in  Sandy :  18.4128309585912 clicks","Daily estimated Local Click ratio per job in  Sandy : $ 0.115658699833333"
"1178","Slidell","LA",56,29150,21.4991075597084,5.11887994505855,0.238097322451276,-89.7828,30.2881,"Annual estimated Salary in  Slidell : $ 29150","Daily estimated Click per job in  Slidell :  21.4991075597084 clicks","Daily estimated Local Click ratio per job in  Slidell : $ 0.238097322451276"
"1179","Acworth","GA",56,29100,18.6114639490711,2.51810976677872,0.135298855246925,-84.6688,34.0564,"Annual estimated Salary in  Acworth : $ 29100","Daily estimated Click per job in  Acworth :  18.6114639490711 clicks","Daily estimated Local Click ratio per job in  Acworth : $ 0.135298855246925"
"1180","Dublin","CA",97,29100,17.320597968036,1.94422769791417,0.112249455908053,-121.8962,37.7161,"Annual estimated Salary in  Dublin : $ 29100","Daily estimated Click per job in  Dublin :  17.320597968036 clicks","Daily estimated Local Click ratio per job in  Dublin : $ 0.112249455908053"
"1181","Highland Park","IL",52,29100,21.2292550288587,1.95162748561247,0.0919310396412619,-87.8105,42.1825,"Annual estimated Salary in  Highland Park : $ 29100","Daily estimated Click per job in  Highland Park :  21.2292550288587 clicks","Daily estimated Local Click ratio per job in  Highland Park : $ 0.0919310396412619"
"1182","Joplin","MO",131,29100,19.8141093908125,4.29257976288176,0.216642579195215,-94.5016,37.0766,"Annual estimated Salary in  Joplin : $ 29100","Daily estimated Click per job in  Joplin :  19.8141093908125 clicks","Daily estimated Local Click ratio per job in  Joplin : $ 0.216642579195215"
"1183","Manheim","PA",59,29100,23.6375005112474,1.50266457554068,0.0635712128203094,-76.3963,40.163,"Annual estimated Salary in  Manheim : $ 29100","Daily estimated Click per job in  Manheim :  23.6375005112474 clicks","Daily estimated Local Click ratio per job in  Manheim : $ 0.0635712128203094"
"1184","Wheat Ridge","CO",65,29100,17.2285080040599,1.11202626750713,0.0645457091957751,-105.103,39.7728,"Annual estimated Salary in  Wheat Ridge : $ 29100","Daily estimated Click per job in  Wheat Ridge :  17.2285080040599 clicks","Daily estimated Local Click ratio per job in  Wheat Ridge : $ 0.0645457091957751"
"1185","Davie","FL",54,29050,32.9671250105939,1.16929521221618,0.0354685224095347,-80.287,26.0789,"Annual estimated Salary in  Davie : $ 29050","Daily estimated Click per job in  Davie :  32.9671250105939 clicks","Daily estimated Local Click ratio per job in  Davie : $ 0.0354685224095347"
"1186","Madison Heights","MI",60,29050,17.4866699676315,1.17744326920804,0.067333761738944,-83.1034,42.5073,"Annual estimated Salary in  Madison Heights : $ 29050","Daily estimated Click per job in  Madison Heights :  17.4866699676315 clicks","Daily estimated Local Click ratio per job in  Madison Heights : $ 0.067333761738944"
"1187","Reynoldsburg","OH",66,29050,17.8583700457551,2.46590239524957,0.138081044850771,-82.7943,39.9588,"Annual estimated Salary in  Reynoldsburg : $ 29050","Daily estimated Click per job in  Reynoldsburg :  17.8583700457551 clicks","Daily estimated Local Click ratio per job in  Reynoldsburg : $ 0.138081044850771"
"1188","Standish","ME",72,29050,20.4485716829467,1.71960554877222,0.0840941643961519,-70.5525,43.7353,"Annual estimated Salary in  Standish : $ 29050","Daily estimated Click per job in  Standish :  20.4485716829467 clicks","Daily estimated Local Click ratio per job in  Standish : $ 0.0840941643961519"
"1189","Bloomington","MN",261,29000,23.441301997741,1.11103726483614,0.0473965680295064,-93.315,44.8306,"Annual estimated Salary in  Bloomington : $ 29000","Daily estimated Click per job in  Bloomington :  23.441301997741 clicks","Daily estimated Local Click ratio per job in  Bloomington : $ 0.0473965680295064"
"1190","Mansfield","OH",105,29000,20.7636480819751,6.16512104203817,0.29691897193105,-82.5276,40.7655,"Annual estimated Salary in  Mansfield : $ 29000","Daily estimated Click per job in  Mansfield :  20.7636480819751 clicks","Daily estimated Local Click ratio per job in  Mansfield : $ 0.29691897193105"
"1191","Minot","ND",79,29000,17.3835432182457,7.58890204265328,0.436556687401218,-101.2779,48.2375,"Annual estimated Salary in  Minot : $ 29000","Daily estimated Click per job in  Minot :  17.3835432182457 clicks","Daily estimated Local Click ratio per job in  Minot : $ 0.436556687401218"
"1192","Moreno Valley","CA",110,29000,29.4872736180776,8.25805934210942,0.280055031505073,-117.2045,33.9244,"Annual estimated Salary in  Moreno Valley : $ 29000","Daily estimated Click per job in  Moreno Valley :  29.4872736180776 clicks","Daily estimated Local Click ratio per job in  Moreno Valley : $ 0.280055031505073"
"1193","Orange Park","FL",95,29000,25.0319788166119,4.42937265611573,0.176948562020046,-81.704,30.1706,"Annual estimated Salary in  Orange Park : $ 29000","Daily estimated Click per job in  Orange Park :  25.0319788166119 clicks","Daily estimated Local Click ratio per job in  Orange Park : $ 0.176948562020046"
"1194","Peoria","AZ",135,29000,20.0060618666896,2.58606105398828,0.129263873680912,-112.2989,33.7844,"Annual estimated Salary in  Peoria : $ 29000","Daily estimated Click per job in  Peoria :  20.0060618666896 clicks","Daily estimated Local Click ratio per job in  Peoria : $ 0.129263873680912"
"1195","Wentzville","MO",69,29000,21.3697666189075,2.90415474925776,0.135900162179976,-90.8671,38.8165,"Annual estimated Salary in  Wentzville : $ 29000","Daily estimated Click per job in  Wentzville :  21.3697666189075 clicks","Daily estimated Local Click ratio per job in  Wentzville : $ 0.135900162179976"
"1196","Garland","TX",162,28950,22.8768342614521,4.47782061496145,0.195736025526341,-96.6305,32.91,"Annual estimated Salary in  Garland : $ 28950","Daily estimated Click per job in  Garland :  22.8768342614521 clicks","Daily estimated Local Click ratio per job in  Garland : $ 0.195736025526341"
"1197","Saratoga Springs","NY",96,28950,19.9386699079444,3.21977494030676,0.161483938255273,-73.7775,43.0674,"Annual estimated Salary in  Saratoga Springs : $ 28950","Daily estimated Click per job in  Saratoga Springs :  19.9386699079444 clicks","Daily estimated Local Click ratio per job in  Saratoga Springs : $ 0.161483938255273"
"1198","Elk Grove","CA",87,28900,22.9801479032958,4.67739262471663,0.203540579651613,-121.3841,38.416,"Annual estimated Salary in  Elk Grove : $ 28900","Daily estimated Click per job in  Elk Grove :  22.9801479032958 clicks","Daily estimated Local Click ratio per job in  Elk Grove : $ 0.203540579651613"
"1199","Hendersonville","TN",72,28900,18.3530120420059,3.32028533730202,0.180912284572288,-86.5997,36.3063,"Annual estimated Salary in  Hendersonville : $ 28900","Daily estimated Click per job in  Hendersonville :  18.3530120420059 clicks","Daily estimated Local Click ratio per job in  Hendersonville : $ 0.180912284572288"
"1200","Oshkosh","WI",135,28900,17.9761475360372,5.14635080587366,0.286287748559955,-88.561,44.0242,"Annual estimated Salary in  Oshkosh : $ 28900","Daily estimated Click per job in  Oshkosh :  17.9761475360372 clicks","Daily estimated Local Click ratio per job in  Oshkosh : $ 0.286287748559955"
"1201","Springfield","OH",116,28900,18.5369417575989,6.09130154756791,0.328603370891581,-83.7961,39.9304,"Annual estimated Salary in  Springfield : $ 28900","Daily estimated Click per job in  Springfield :  18.5369417575989 clicks","Daily estimated Local Click ratio per job in  Springfield : $ 0.328603370891581"
"1202","Troy","OH",68,28900,19.7380737419658,3.65234418087945,0.185040558092256,-84.2193,40.0431,"Annual estimated Salary in  Troy : $ 28900","Daily estimated Click per job in  Troy :  19.7380737419658 clicks","Daily estimated Local Click ratio per job in  Troy : $ 0.185040558092256"
"1203","Twin Falls","ID",79,28900,22.2718626816416,4.9372596559231,0.221681487826019,-114.4637,42.5631,"Annual estimated Salary in  Twin Falls : $ 28900","Daily estimated Click per job in  Twin Falls :  22.2718626816416 clicks","Daily estimated Local Click ratio per job in  Twin Falls : $ 0.221681487826019"
"1204","Winter Garden","FL",58,28900,36.3892074705955,3.28940023592025,0.0903949402739333,-81.5944,28.543,"Annual estimated Salary in  Winter Garden : $ 28900","Daily estimated Click per job in  Winter Garden :  36.3892074705955 clicks","Daily estimated Local Click ratio per job in  Winter Garden : $ 0.0903949402739333"
"1205","Olive Branch","MS",52,28850,32.8728982778373,3.59946566877781,0.109496450186887,-89.8478,34.9608,"Annual estimated Salary in  Olive Branch : $ 28850","Daily estimated Click per job in  Olive Branch :  32.8728982778373 clicks","Daily estimated Local Click ratio per job in  Olive Branch : $ 0.109496450186887"
"1206","Richmond","TX",54,28850,19.7313551554504,3.91240093184771,0.198283437758049,-95.7605,29.5817,"Annual estimated Salary in  Richmond : $ 28850","Daily estimated Click per job in  Richmond :  19.7313551554504 clicks","Daily estimated Local Click ratio per job in  Richmond : $ 0.198283437758049"
"1207","Ankeny","IA",91,28800,20.8443228799507,2.86104526058218,0.13725776927655,-93.6033,41.7279,"Annual estimated Salary in  Ankeny : $ 28800","Daily estimated Click per job in  Ankeny :  20.8443228799507 clicks","Daily estimated Local Click ratio per job in  Ankeny : $ 0.13725776927655"
"1208","Katy","TX",213,28800,30.7938937652006,7.71857564125976,0.250652798249968,-95.8268,29.7911,"Annual estimated Salary in  Katy : $ 28800","Daily estimated Click per job in  Katy :  30.7938937652006 clicks","Daily estimated Local Click ratio per job in  Katy : $ 0.250652798249968"
"1209","Riverview","FL",51,28800,39.6979507483795,5.53523147298612,0.139433682813264,-82.3023,27.8227,"Annual estimated Salary in  Riverview : $ 28800","Daily estimated Click per job in  Riverview :  39.6979507483795 clicks","Daily estimated Local Click ratio per job in  Riverview : $ 0.139433682813264"
"1210","Woodbury","MN",111,28800,21.9708014876969,1.19876681009199,0.0545618151783524,-92.9231,44.9056,"Annual estimated Salary in  Woodbury : $ 28800","Daily estimated Click per job in  Woodbury :  21.9708014876969 clicks","Daily estimated Local Click ratio per job in  Woodbury : $ 0.0545618151783524"
"1211","Highlands Ranch","CO",72,28750,14.5770843069391,1.00655131236789,0.0690502497738003,-104.9708,39.5419,"Annual estimated Salary in  Highlands Ranch : $ 28750","Daily estimated Click per job in  Highlands Ranch :  14.5770843069391 clicks","Daily estimated Local Click ratio per job in  Highlands Ranch : $ 0.0690502497738003"
"1212","Kennesaw","GA",198,28750,32.6713148379336,2.40376308813722,0.0735741153994295,-84.6177,34.0261,"Annual estimated Salary in  Kennesaw : $ 28750","Daily estimated Click per job in  Kennesaw :  32.6713148379336 clicks","Daily estimated Local Click ratio per job in  Kennesaw : $ 0.0735741153994295"
"1213","Westland","MI",56,28750,22.1699103753563,2.96317507895946,0.133657512763483,-83.3806,42.3192,"Annual estimated Salary in  Westland : $ 28750","Daily estimated Click per job in  Westland :  22.1699103753563 clicks","Daily estimated Local Click ratio per job in  Westland : $ 0.133657512763483"
"1214","Ypsilanti","MI",72,28750,21.1200759523408,4.27862974009884,0.202585906876184,-83.6207,42.2437,"Annual estimated Salary in  Ypsilanti : $ 28750","Daily estimated Click per job in  Ypsilanti :  21.1200759523408 clicks","Daily estimated Local Click ratio per job in  Ypsilanti : $ 0.202585906876184"
"1215","Braintree","MA",97,28700,15.7751589668918,1.46244872302803,0.0927057994215687,NA,NA,"Annual estimated Salary in  Braintree : $ 28700","Daily estimated Click per job in  Braintree :  15.7751589668918 clicks","Daily estimated Local Click ratio per job in  Braintree : $ 0.0927057994215687"
"1216","Bridgeport","WV",56,28700,27.63011391148,2.30570800649849,0.0834490952113117,-80.2476,39.3036,"Annual estimated Salary in  Bridgeport : $ 28700","Daily estimated Click per job in  Bridgeport :  27.63011391148 clicks","Daily estimated Local Click ratio per job in  Bridgeport : $ 0.0834490952113117"
"1217","Mesquite","TX",131,28700,26.6908180278051,4.46300136547374,0.167211112106958,-96.5888,32.7621,"Annual estimated Salary in  Mesquite : $ 28700","Daily estimated Click per job in  Mesquite :  26.6908180278051 clicks","Daily estimated Local Click ratio per job in  Mesquite : $ 0.167211112106958"
"1218","Saint Charles","MO",143,28700,23.0069625818297,3.0038991384096,0.130564785669796,-90.5155,38.7957,"Annual estimated Salary in  Saint Charles : $ 28700","Daily estimated Click per job in  Saint Charles :  23.0069625818297 clicks","Daily estimated Local Click ratio per job in  Saint Charles : $ 0.130564785669796"
"1219","West Valley City","UT",116,28700,21.4718141687509,1.10207688230362,0.0513266775523575,-112.0115,40.6889,"Annual estimated Salary in  West Valley City : $ 28700","Daily estimated Click per job in  West Valley City :  21.4718141687509 clicks","Daily estimated Local Click ratio per job in  West Valley City : $ 0.0513266775523575"
"1220","Elyria","OH",74,28650,23.1937930879664,3.87364058544078,0.16701194887569,-82.1063,41.3761,"Annual estimated Salary in  Elyria : $ 28650","Daily estimated Click per job in  Elyria :  23.1937930879664 clicks","Daily estimated Local Click ratio per job in  Elyria : $ 0.16701194887569"
"1221","Parma","OH",54,28650,23.1823593853103,1.09958572055256,0.0474320021649444,-81.7286,41.3842,"Annual estimated Salary in  Parma : $ 28650","Daily estimated Click per job in  Parma :  23.1823593853103 clicks","Daily estimated Local Click ratio per job in  Parma : $ 0.0474320021649444"
"1222","Fenton","MO",80,28600,19.0878254928634,1.71202048120466,0.0896917504743932,-90.4489,38.5279,"Annual estimated Salary in  Fenton : $ 28600","Daily estimated Click per job in  Fenton :  19.0878254928634 clicks","Daily estimated Local Click ratio per job in  Fenton : $ 0.0896917504743932"
"1223","Lawton","OK",93,28600,21.7946484887596,6.7119551400397,0.307963449995595,-98.4204,34.6171,"Annual estimated Salary in  Lawton : $ 28600","Daily estimated Click per job in  Lawton :  21.7946484887596 clicks","Daily estimated Local Click ratio per job in  Lawton : $ 0.307963449995595"
"1224","Fond du Lac","WI",96,28550,17.4088514942466,5.22157347269898,0.299937849112255,-88.4396,43.7719,"Annual estimated Salary in  Fond du Lac : $ 28550","Daily estimated Click per job in  Fond du Lac :  17.4088514942466 clicks","Daily estimated Local Click ratio per job in  Fond du Lac : $ 0.299937849112255"
"1225","West Jordan","UT",88,28550,15.5623431701012,1.97985746602193,0.127221038913066,-112.0008,40.6024,"Annual estimated Salary in  West Jordan : $ 28550","Daily estimated Click per job in  West Jordan :  15.5623431701012 clicks","Daily estimated Local Click ratio per job in  West Jordan : $ 0.127221038913066"
"1226","Delaware","OH",51,28500,18.6329182945454,3.31236330191932,0.177769432010496,-83.0749,40.287,"Annual estimated Salary in  Delaware : $ 28500","Daily estimated Click per job in  Delaware :  18.6329182945454 clicks","Daily estimated Local Click ratio per job in  Delaware : $ 0.177769432010496"
"1227","West Chester","OH",94,28500,18.2132681477557,1.78721797499059,0.0981272531921081,NA,NA,"Annual estimated Salary in  West Chester : $ 28500","Daily estimated Click per job in  West Chester :  18.2132681477557 clicks","Daily estimated Local Click ratio per job in  West Chester : $ 0.0981272531921081"
"1228","Zanesville","OH",78,28500,17.4370043803192,5.3816548971648,0.308634142642011,-82.0133,39.9567,"Annual estimated Salary in  Zanesville : $ 28500","Daily estimated Click per job in  Zanesville :  17.4370043803192 clicks","Daily estimated Local Click ratio per job in  Zanesville : $ 0.308634142642011"
"1229","Castle Rock","CO",95,28400,14.2504918851429,2.2064749529186,0.154835002939021,-104.8536,39.3761,"Annual estimated Salary in  Castle Rock : $ 28400","Daily estimated Click per job in  Castle Rock :  14.2504918851429 clicks","Daily estimated Local Click ratio per job in  Castle Rock : $ 0.154835002939021"
"1230","Georgetown","TX",87,28400,19.3349222764742,2.98535022174638,0.154401976850913,-97.694,30.6669,"Annual estimated Salary in  Georgetown : $ 28400","Daily estimated Click per job in  Georgetown :  19.3349222764742 clicks","Daily estimated Local Click ratio per job in  Georgetown : $ 0.154401976850913"
"1231","Chester","VA",53,28300,21.5240050761938,3.28485480212735,0.152613548942176,-77.4342,37.3531,"Annual estimated Salary in  Chester : $ 28300","Daily estimated Click per job in  Chester :  21.5240050761938 clicks","Daily estimated Local Click ratio per job in  Chester : $ 0.152613548942176"
"1232","Coral Springs","FL",97,28300,24.6935837607406,1.15858379301552,0.0469184142828837,-80.2593,26.2702,"Annual estimated Salary in  Coral Springs : $ 28300","Daily estimated Click per job in  Coral Springs :  24.6935837607406 clicks","Daily estimated Local Click ratio per job in  Coral Springs : $ 0.0469184142828837"
"1233","Daly City","CA",98,28300,15.1130188665607,2.53758727196422,0.16790737141068,-122.4684,37.6863,"Annual estimated Salary in  Daly City : $ 28300","Daily estimated Click per job in  Daly City :  15.1130188665607 clicks","Daily estimated Local Click ratio per job in  Daly City : $ 0.16790737141068"
"1234","Greenwood","IN",141,28300,22.0576589776124,3.7755444443688,0.171167051236073,-86.1073,39.6019,"Annual estimated Salary in  Greenwood : $ 28300","Daily estimated Click per job in  Greenwood :  22.0576589776124 clicks","Daily estimated Local Click ratio per job in  Greenwood : $ 0.171167051236073"
"1235","Gurnee","IL",63,28300,18.339655114992,1.82582483984691,0.0995561164263316,-87.9391,42.3707,"Annual estimated Salary in  Gurnee : $ 28300","Daily estimated Click per job in  Gurnee :  18.339655114992 clicks","Daily estimated Local Click ratio per job in  Gurnee : $ 0.0995561164263316"
"1236","Hurst","TX",72,28300,28.4561494089799,2.07075742307263,0.0727701205567593,-97.1808,32.8353,"Annual estimated Salary in  Hurst : $ 28300","Daily estimated Click per job in  Hurst :  28.4561494089799 clicks","Daily estimated Local Click ratio per job in  Hurst : $ 0.0727701205567593"
"1237","Parker","CO",81,28300,16.7482700576494,3.09150218695878,0.184586358848854,-104.7746,39.5075,"Annual estimated Salary in  Parker : $ 28300","Daily estimated Click per job in  Parker :  16.7482700576494 clicks","Daily estimated Local Click ratio per job in  Parker : $ 0.184586358848854"
"1238","Simpsonville","SC",68,28300,27.643696743799,3.35896188808552,0.121509142544005,-82.2569,34.7295,"Annual estimated Salary in  Simpsonville : $ 28300","Daily estimated Click per job in  Simpsonville :  27.643696743799 clicks","Daily estimated Local Click ratio per job in  Simpsonville : $ 0.121509142544005"
"1239","Keller","TX",73,28200,24.3963260359699,2.94654888068288,0.120778385906898,-97.2256,32.9337,"Annual estimated Salary in  Keller : $ 28200","Daily estimated Click per job in  Keller :  24.3963260359699 clicks","Daily estimated Local Click ratio per job in  Keller : $ 0.120778385906898"
"1240","Maple Grove","MN",114,28200,19.1745339878551,2.29546944100799,0.119714483932799,-93.4626,45.1088,"Annual estimated Salary in  Maple Grove : $ 28200","Daily estimated Click per job in  Maple Grove :  19.1745339878551 clicks","Daily estimated Local Click ratio per job in  Maple Grove : $ 0.119714483932799"
"1241","Perrysburg","OH",79,28200,25.182050659154,2.68548224667822,0.106642714806151,-83.6412,41.5376,"Annual estimated Salary in  Perrysburg : $ 28200","Daily estimated Click per job in  Perrysburg :  25.182050659154 clicks","Daily estimated Local Click ratio per job in  Perrysburg : $ 0.106642714806151"
"1242","Rogers","AR",114,28200,19.9033534522934,3.32064687277783,0.1668385621919,-94.1515,36.3172,"Annual estimated Salary in  Rogers : $ 28200","Daily estimated Click per job in  Rogers :  19.9033534522934 clicks","Daily estimated Local Click ratio per job in  Rogers : $ 0.1668385621919"
"1243","Smyrna","TN",84,28200,23.268318783269,2.65319296757102,0.114025984957658,-86.5242,35.9732,"Annual estimated Salary in  Smyrna : $ 28200","Daily estimated Click per job in  Smyrna :  23.268318783269 clicks","Daily estimated Local Click ratio per job in  Smyrna : $ 0.114025984957658"
"1244","Stevens Point","WI",77,28200,18.6660390011412,4.13676513128304,0.221619869701876,-89.5506,44.524,"Annual estimated Salary in  Stevens Point : $ 28200","Daily estimated Click per job in  Stevens Point :  18.6660390011412 clicks","Daily estimated Local Click ratio per job in  Stevens Point : $ 0.221619869701876"
"1245","Chino","CA",97,28100,21.6815262503188,2.24597764295406,0.103589462154263,-117.6653,33.9836,"Annual estimated Salary in  Chino : $ 28100","Daily estimated Click per job in  Chino :  21.6815262503188 clicks","Daily estimated Local Click ratio per job in  Chino : $ 0.103589462154263"
"1246","Liverpool","NY",51,28100,25.9802981959096,3.63955226252019,0.140088933355399,-76.2093,43.1061,"Annual estimated Salary in  Liverpool : $ 28100","Daily estimated Click per job in  Liverpool :  25.9802981959096 clicks","Daily estimated Local Click ratio per job in  Liverpool : $ 0.140088933355399"
"1247","Brooklyn Park","MN",100,28050,20.4324114593789,1.1159665596947,0.0546174670529378,-93.3505,45.1112,"Annual estimated Salary in  Brooklyn Park : $ 28050","Daily estimated Click per job in  Brooklyn Park :  20.4324114593789 clicks","Daily estimated Local Click ratio per job in  Brooklyn Park : $ 0.0546174670529378"
"1248","Brighton","MI",77,28000,23.0207738288682,2.4450684983413,0.106211394826145,-83.7848,42.5298,"Annual estimated Salary in  Brighton : $ 28000","Daily estimated Click per job in  Brighton :  23.0207738288682 clicks","Daily estimated Local Click ratio per job in  Brighton : $ 0.106211394826145"
"1249","Logan","UT",71,28000,33.2523030375927,9.89873507108394,0.297685698939202,-111.8418,41.7403,"Annual estimated Salary in  Logan : $ 28000","Daily estimated Click per job in  Logan :  33.2523030375927 clicks","Daily estimated Local Click ratio per job in  Logan : $ 0.297685698939202"
"1250","Weatherford","TX",59,28000,19.2945846400755,3.97516513775953,0.206024913824938,-97.7665,32.7547,"Annual estimated Salary in  Weatherford : $ 28000","Daily estimated Click per job in  Weatherford :  19.2945846400755 clicks","Daily estimated Local Click ratio per job in  Weatherford : $ 0.206024913824938"
"1251","Bonita Springs","FL",54,27900,21.9529702845203,2.94863236323015,0.134315872750455,-81.7859,26.3557,"Annual estimated Salary in  Bonita Springs : $ 27900","Daily estimated Click per job in  Bonita Springs :  21.9529702845203 clicks","Daily estimated Local Click ratio per job in  Bonita Springs : $ 0.134315872750455"
"1252","Brunswick","GA",85,27900,20.5332642430125,5.50664618207761,0.268181722930465,-81.474,31.145,"Annual estimated Salary in  Brunswick : $ 27900","Daily estimated Click per job in  Brunswick :  20.5332642430125 clicks","Daily estimated Local Click ratio per job in  Brunswick : $ 0.268181722930465"
"1253","Garner","NC",65,27900,28.2457297522498,2.69632727481101,0.0954596428720784,-78.6212,35.6949,"Annual estimated Salary in  Garner : $ 27900","Daily estimated Click per job in  Garner :  28.2457297522498 clicks","Daily estimated Local Click ratio per job in  Garner : $ 0.0954596428720784"
"1254","Milford","CT",69,27900,38.6978753434184,4.05611299795851,0.104814875802952,-73.0565,41.2223,"Annual estimated Salary in  Milford : $ 27900","Daily estimated Click per job in  Milford :  38.6978753434184 clicks","Daily estimated Local Click ratio per job in  Milford : $ 0.104814875802952"
"1255","Tualatin","OR",67,27900,18.0115585174497,2.00958778578138,0.111572120970791,-122.7743,45.3771,"Annual estimated Salary in  Tualatin : $ 27900","Daily estimated Click per job in  Tualatin :  18.0115585174497 clicks","Daily estimated Local Click ratio per job in  Tualatin : $ 0.111572120970791"
"1256","Canton","MI",96,27800,23.173726698434,2.96430040606408,0.127916430733793,NA,NA,"Annual estimated Salary in  Canton : $ 27800","Daily estimated Click per job in  Canton :  23.173726698434 clicks","Daily estimated Local Click ratio per job in  Canton : $ 0.127916430733793"
"1257","Florence","KY",153,27800,16.8729896888641,2.71488348816948,0.160901152565823,-84.6469,38.9893,"Annual estimated Salary in  Florence : $ 27800","Daily estimated Click per job in  Florence :  16.8729896888641 clicks","Daily estimated Local Click ratio per job in  Florence : $ 0.160901152565823"
"1258","Lakewood","CA",56,27800,17.3585289889486,1.36793051894156,0.0788045185057133,-118.1222,33.8471,"Annual estimated Salary in  Lakewood : $ 27800","Daily estimated Click per job in  Lakewood :  17.3585289889486 clicks","Daily estimated Local Click ratio per job in  Lakewood : $ 0.0788045185057133"
"1259","Midland","MI",71,27800,31.8701523247476,7.97726606805185,0.250305238166602,-84.2316,43.6239,"Annual estimated Salary in  Midland : $ 27800","Daily estimated Click per job in  Midland :  31.8701523247476 clicks","Daily estimated Local Click ratio per job in  Midland : $ 0.250305238166602"
"1260","Flower Mound","TX",75,27700,25.9419224816558,2.67497091727179,0.103113827402858,-97.1147,33.0344,"Annual estimated Salary in  Flower Mound : $ 27700","Daily estimated Click per job in  Flower Mound :  25.9419224816558 clicks","Daily estimated Local Click ratio per job in  Flower Mound : $ 0.103113827402858"
"1261","Pembroke Pines","FL",105,27700,21.2949363085933,1.11349895571572,0.052289377135464,-80.3384,26.0127,"Annual estimated Salary in  Pembroke Pines : $ 27700","Daily estimated Click per job in  Pembroke Pines :  21.2949363085933 clicks","Daily estimated Local Click ratio per job in  Pembroke Pines : $ 0.052289377135464"
"1262","Williamsville","NY",57,27700,24.5201397367198,0.971060942203662,0.0396025859815743,-78.7418,42.9622,"Annual estimated Salary in  Williamsville : $ 27700","Daily estimated Click per job in  Williamsville :  24.5201397367198 clicks","Daily estimated Local Click ratio per job in  Williamsville : $ 0.0396025859815743"
"1263","Azusa","CA",60,27600,20.5978770713602,2.47121159093944,0.119974091620125,-117.9124,34.1386,"Annual estimated Salary in  Azusa : $ 27600","Daily estimated Click per job in  Azusa :  20.5978770713602 clicks","Daily estimated Local Click ratio per job in  Azusa : $ 0.119974091620125"
"1264","Clovis","CA",60,27600,38.8160218642015,5.66157718093207,0.145856708364891,-119.6851,36.8283,"Annual estimated Salary in  Clovis : $ 27600","Daily estimated Click per job in  Clovis :  38.8160218642015 clicks","Daily estimated Local Click ratio per job in  Clovis : $ 0.145856708364891"
