"","city","stateProvince","normTitleCategory","n","medianSalary","cityMeanClick","cityMeanLocalClick","localRatio","lng","lat","SalaryInfo","ClickInfo","LocalClickInfo"
"1981","Houston","TX","retail",207,23100,20.6781145365312,10.6690833396441,0.515960162653878,-95.3936,29.7871,"Annual estimated Salary of  retail  in  Houston : $ 23100","Daily estimated Click per job of  retail  in  Houston :  20.6781145365312 clicks","Daily estimated Local Click ratio per job in  Houston : $ 0.515960162653878"
"1982","Jacksonville","FL","food",78,23100,21.190132361594,8.13872172844414,0.384080740486319,-81.6749,30.3322,"Annual estimated Salary of  food  in  Jacksonville : $ 23100","Daily estimated Click per job of  food  in  Jacksonville :  21.190132361594 clicks","Daily estimated Local Click ratio per job in  Jacksonville : $ 0.384080740486319"
"1983","Little Rock","AR","retail",32,23100,21.1779280722186,5.67233758394512,0.267841951516784,-92.3584,34.7255,"Annual estimated Salary of  retail  in  Little Rock : $ 23100","Daily estimated Click per job of  retail  in  Little Rock :  21.1779280722186 clicks","Daily estimated Local Click ratio per job in  Little Rock : $ 0.267841951516784"
"1984","Minneapolis","MN","food",55,23100,19.649102138559,8.62837279168077,0.439123005765675,-93.2679,44.9635,"Annual estimated Salary of  food  in  Minneapolis : $ 23100","Daily estimated Click per job of  food  in  Minneapolis :  19.649102138559 clicks","Daily estimated Local Click ratio per job in  Minneapolis : $ 0.439123005765675"
"1985","Rochester","MN","retail",22,23100,17.1526648873668,8.51564278917263,0.496461794426155,-92.4776,44.0152,"Annual estimated Salary of  retail  in  Rochester : $ 23100","Daily estimated Click per job of  retail  in  Rochester :  17.1526648873668 clicks","Daily estimated Local Click ratio per job in  Rochester : $ 0.496461794426155"
"1986","Scottsdale","AZ","customer",45,23100,38.7218653295243,3.82361528675613,0.0987456377480024,-111.865,33.6872,"Annual estimated Salary of  customer  in  Scottsdale : $ 23100","Daily estimated Click per job of  customer  in  Scottsdale :  38.7218653295243 clicks","Daily estimated Local Click ratio per job in  Scottsdale : $ 0.0987456377480024"
"1987","Austin","TX","food",166,23050,12.6881054221352,4.51797933340259,0.356079901852068,-97.7545,30.3038,"Annual estimated Salary of  food  in  Austin : $ 23050","Daily estimated Click per job of  food  in  Austin :  12.6881054221352 clicks","Daily estimated Local Click ratio per job in  Austin : $ 0.356079901852068"
"1988","Orlando","FL","protective",34,23050,23.9255813036297,8.18874243513724,0.342258870587815,-81.3448,28.4801,"Annual estimated Salary of  protective  in  Orlando : $ 23050","Daily estimated Click per job of  protective  in  Orlando :  23.9255813036297 clicks","Daily estimated Local Click ratio per job in  Orlando : $ 0.342258870587815"
"1989","Chesapeake","VA","retail",21,23000,26.7433989431256,5.84598968795024,0.218595613085036,-76.3024,36.6778,"Annual estimated Salary of  retail  in  Chesapeake : $ 23000","Daily estimated Click per job of  retail  in  Chesapeake :  26.7433989431256 clicks","Daily estimated Local Click ratio per job in  Chesapeake : $ 0.218595613085036"
"1990","Kansas City","MO","warehouse",25,23000,24.8693141718108,8.41711130713085,0.33845369634968,-94.5541,39.1239,"Annual estimated Salary of  warehouse  in  Kansas City : $ 23000","Daily estimated Click per job of  warehouse  in  Kansas City :  24.8693141718108 clicks","Daily estimated Local Click ratio per job in  Kansas City : $ 0.33845369634968"
"1991","Lubbock","TX","retail",31,23000,21.3620896663514,9.3989864107686,0.43998440965134,-101.8867,33.5665,"Annual estimated Salary of  retail  in  Lubbock : $ 23000","Daily estimated Click per job of  retail  in  Lubbock :  21.3620896663514 clicks","Daily estimated Local Click ratio per job in  Lubbock : $ 0.43998440965134"
"1992","Mount Pleasant","SC","retail",39,23000,15.8014291959488,1.64119430223693,0.103863662070372,-79.8269,32.8532,"Annual estimated Salary of  retail  in  Mount Pleasant : $ 23000","Daily estimated Click per job of  retail  in  Mount Pleasant :  15.8014291959488 clicks","Daily estimated Local Click ratio per job in  Mount Pleasant : $ 0.103863662070372"
"1993","Summerville","SC","retail",23,23000,28.9769611716177,7.91517819482546,0.273154184386256,-80.1794,33.0038,"Annual estimated Salary of  retail  in  Summerville : $ 23000","Daily estimated Click per job of  retail  in  Summerville :  28.9769611716177 clicks","Daily estimated Local Click ratio per job in  Summerville : $ 0.273154184386256"
"1994","Tempe","AZ","food",32,23000,17.2307380663395,3.00665130187301,0.174493471509879,-111.9318,33.3881,"Annual estimated Salary of  food  in  Tempe : $ 23000","Daily estimated Click per job of  food  in  Tempe :  17.2307380663395 clicks","Daily estimated Local Click ratio per job in  Tempe : $ 0.174493471509879"
"1995","York","PA","food",21,23000,11.6368481501953,4.32744724191957,0.37187451327591,-76.7315,39.9651,"Annual estimated Salary of  food  in  York : $ 23000","Daily estimated Click per job of  food  in  York :  11.6368481501953 clicks","Daily estimated Local Click ratio per job in  York : $ 0.37187451327591"
"1996","Birmingham","AL","food",54,22950,16.1567744552954,4.5986950894493,0.2846295281384,NA,NA,"Annual estimated Salary of  food  in  Birmingham : $ 22950","Daily estimated Click per job of  food  in  Birmingham :  16.1567744552954 clicks","Daily estimated Local Click ratio per job in  Birmingham : $ 0.2846295281384"
"1997","Clinton","IA","admin",26,22950,28.0377633917238,5.21732990606753,0.186082243193749,-90.2408,41.8434,"Annual estimated Salary of  admin  in  Clinton : $ 22950","Daily estimated Click per job of  admin  in  Clinton :  28.0377633917238 clicks","Daily estimated Local Click ratio per job in  Clinton : $ 0.186082243193749"
"1998","Knoxville","TN","customer",32,22950,31.7347683748251,9.89768545021616,0.311887748267541,-83.9498,35.969,"Annual estimated Salary of  customer  in  Knoxville : $ 22950","Daily estimated Click per job of  customer  in  Knoxville :  31.7347683748251 clicks","Daily estimated Local Click ratio per job in  Knoxville : $ 0.311887748267541"
"1999","Nashville","TN","food",106,22950,12.7233391357144,3.49236959971824,0.274485303147753,-86.7844,36.1714,"Annual estimated Salary of  food  in  Nashville : $ 22950","Daily estimated Click per job of  food  in  Nashville :  12.7233391357144 clicks","Daily estimated Local Click ratio per job in  Nashville : $ 0.274485303147753"
"2000","Cedar Rapids","IA","food",21,22900,11.9782142380257,4.47313853998245,0.373439517034362,-91.6781,41.9667,"Annual estimated Salary of  food  in  Cedar Rapids : $ 22900","Daily estimated Click per job of  food  in  Cedar Rapids :  11.9782142380257 clicks","Daily estimated Local Click ratio per job in  Cedar Rapids : $ 0.373439517034362"
"2001","Charlotte","NC","retail",94,22900,22.1942123811102,9.32997601522034,0.420378784117665,-80.8308,35.208,"Annual estimated Salary of  retail  in  Charlotte : $ 22900","Daily estimated Click per job of  retail  in  Charlotte :  22.1942123811102 clicks","Daily estimated Local Click ratio per job in  Charlotte : $ 0.420378784117665"
"2002","Colorado Springs","CO","retail",48,22900,29.017322073157,15.6569075607278,0.539571071419146,-104.7605,38.8673,"Annual estimated Salary of  retail  in  Colorado Springs : $ 22900","Daily estimated Click per job of  retail  in  Colorado Springs :  29.017322073157 clicks","Daily estimated Local Click ratio per job in  Colorado Springs : $ 0.539571071419146"
"2003","Dallas","TX","food",206,22900,16.9471854476955,5.5429812019738,0.327073850645067,-96.7659,32.7938,"Annual estimated Salary of  food  in  Dallas : $ 22900","Daily estimated Click per job of  food  in  Dallas :  16.9471854476955 clicks","Daily estimated Local Click ratio per job in  Dallas : $ 0.327073850645067"
"2004","El Paso","TX","food",34,22900,17.1768304712719,6.29536939730464,0.366503553017746,NA,NA,"Annual estimated Salary of  food  in  El Paso : $ 22900","Daily estimated Click per job of  food  in  El Paso :  17.1768304712719 clicks","Daily estimated Local Click ratio per job in  El Paso : $ 0.366503553017746"
"2005","Fresno","CA","retail",21,22900,39.2509196069126,17.127624117042,0.436362365227886,-119.7933,36.7834,"Annual estimated Salary of  retail  in  Fresno : $ 22900","Daily estimated Click per job of  retail  in  Fresno :  39.2509196069126 clicks","Daily estimated Local Click ratio per job in  Fresno : $ 0.436362365227886"
"2006","North Charleston","SC","retail",41,22900,21.27687278608,2.2380094161904,0.105185072951819,-80.0705,32.9086,"Annual estimated Salary of  retail  in  North Charleston : $ 22900","Daily estimated Click per job of  retail  in  North Charleston :  21.27687278608 clicks","Daily estimated Local Click ratio per job in  North Charleston : $ 0.105185072951819"
"2007","Richardson","TX","food",45,22900,15.7513738142586,1.54174149404698,0.0978798111344013,-96.7092,32.9717,"Annual estimated Salary of  food  in  Richardson : $ 22900","Daily estimated Click per job of  food  in  Richardson :  15.7513738142586 clicks","Daily estimated Local Click ratio per job in  Richardson : $ 0.0978798111344013"
"2008","Columbia","SC","retail",34,22800,27.1454729790866,9.57312952261672,0.352660258673409,-80.9043,34.0366,"Annual estimated Salary of  retail  in  Columbia : $ 22800","Daily estimated Click per job of  retail  in  Columbia :  27.1454729790866 clicks","Daily estimated Local Click ratio per job in  Columbia : $ 0.352660258673409"
"2009","Columbus","OH","sanitation",34,22800,29.64078711079,9.29626977063957,0.313631002304102,-82.9852,39.9859,"Annual estimated Salary of  sanitation  in  Columbus : $ 22800","Daily estimated Click per job of  sanitation  in  Columbus :  29.64078711079 clicks","Daily estimated Local Click ratio per job in  Columbus : $ 0.313631002304102"
"2010","Dallas","TX","warehouse",67,22800,57.2159827769626,17.8933481714972,0.312733388522721,-96.7659,32.7938,"Annual estimated Salary of  warehouse  in  Dallas : $ 22800","Daily estimated Click per job of  warehouse  in  Dallas :  57.2159827769626 clicks","Daily estimated Local Click ratio per job in  Dallas : $ 0.312733388522721"
"2011","Louisville","KY","warehouse",45,22800,34.9205373961532,13.469550161234,0.385720013653562,-85.6488,38.1662,"Annual estimated Salary of  warehouse  in  Louisville : $ 22800","Daily estimated Click per job of  warehouse  in  Louisville :  34.9205373961532 clicks","Daily estimated Local Click ratio per job in  Louisville : $ 0.385720013653562"
"2012","Myrtle Beach","SC","food",25,22800,12.9921814994283,3.4811690819282,0.267943384417882,-78.8844,33.7095,"Annual estimated Salary of  food  in  Myrtle Beach : $ 22800","Daily estimated Click per job of  food  in  Myrtle Beach :  12.9921814994283 clicks","Daily estimated Local Click ratio per job in  Myrtle Beach : $ 0.267943384417882"
"2013","Jacksonville","FL","warehouse",44,22750,88.6283649207778,32.4574792992647,0.366219994335644,-81.6749,30.3322,"Annual estimated Salary of  warehouse  in  Jacksonville : $ 22750","Daily estimated Click per job of  warehouse  in  Jacksonville :  88.6283649207778 clicks","Daily estimated Local Click ratio per job in  Jacksonville : $ 0.366219994335644"
"2014","Littleton","CO","retail",26,22750,13.5978885046055,2.37245468891633,0.174472285760602,-105.0193,39.5912,"Annual estimated Salary of  retail  in  Littleton : $ 22750","Daily estimated Click per job of  retail  in  Littleton :  13.5978885046055 clicks","Daily estimated Local Click ratio per job in  Littleton : $ 0.174472285760602"
"2015","Asheville","NC","food",21,22700,13.9671913742033,4.23793551911052,0.30342073832666,-82.5536,35.5703,"Annual estimated Salary of  food  in  Asheville : $ 22700","Daily estimated Click per job of  food  in  Asheville :  13.9671913742033 clicks","Daily estimated Local Click ratio per job in  Asheville : $ 0.30342073832666"
"2016","Boise","ID","customer",31,22700,22.1792849287094,7.73244266739767,0.348633542165672,-116.2035,43.6135,"Annual estimated Salary of  customer  in  Boise : $ 22700","Daily estimated Click per job of  customer  in  Boise :  22.1792849287094 clicks","Daily estimated Local Click ratio per job in  Boise : $ 0.348633542165672"
"2017","El Paso","TX","retail",36,22700,32.5477632057913,16.1160138769558,0.495149659749529,NA,NA,"Annual estimated Salary of  retail  in  El Paso : $ 22700","Daily estimated Click per job of  retail  in  El Paso :  32.5477632057913 clicks","Daily estimated Local Click ratio per job in  El Paso : $ 0.495149659749529"
"2018","Memphis","TN","retail",57,22700,26.2584921479884,9.30665043887852,0.354424404357562,-89.9773,35.1047,"Annual estimated Salary of  retail  in  Memphis : $ 22700","Daily estimated Click per job of  retail  in  Memphis :  26.2584921479884 clicks","Daily estimated Local Click ratio per job in  Memphis : $ 0.354424404357562"
"2019","Portland","OR","warehouse",32,22700,29.9735118149952,11.9137220800488,0.397475015726671,-122.65,45.5372,"Annual estimated Salary of  warehouse  in  Portland : $ 22700","Daily estimated Click per job of  warehouse  in  Portland :  29.9735118149952 clicks","Daily estimated Local Click ratio per job in  Portland : $ 0.397475015726671"
"2020","San Diego","CA","sanitation",34,22700,17.9451429331225,5.18703462188948,0.289049501651805,-117.1225,32.8312,"Annual estimated Salary of  sanitation  in  San Diego : $ 22700","Daily estimated Click per job of  sanitation  in  San Diego :  17.9451429331225 clicks","Daily estimated Local Click ratio per job in  San Diego : $ 0.289049501651805"
"2021","Boise","ID","retail",22,22650,18.1218192477921,5.91895981059475,0.326620618474379,-116.2035,43.6135,"Annual estimated Salary of  retail  in  Boise : $ 22650","Daily estimated Click per job of  retail  in  Boise :  18.1218192477921 clicks","Daily estimated Local Click ratio per job in  Boise : $ 0.326620618474379"
"2022","Charleston","SC","food",34,22650,15.4156462732768,3.46836759195609,0.224990086725625,-79.9643,32.8137,"Annual estimated Salary of  food  in  Charleston : $ 22650","Daily estimated Click per job of  food  in  Charleston :  15.4156462732768 clicks","Daily estimated Local Click ratio per job in  Charleston : $ 0.224990086725625"
"2023","Charlotte","NC","sanitation",26,22650,56.5152558078755,23.0071714033879,0.407096651594414,-80.8308,35.208,"Annual estimated Salary of  sanitation  in  Charlotte : $ 22650","Daily estimated Click per job of  sanitation  in  Charlotte :  56.5152558078755 clicks","Daily estimated Local Click ratio per job in  Charlotte : $ 0.407096651594414"
"2024","Arlington","TX","retail",40,22600,22.7463282428913,7.58754245138514,0.333572186700348,-97.1251,32.6998,"Annual estimated Salary of  retail  in  Arlington : $ 22600","Daily estimated Click per job of  retail  in  Arlington :  22.7463282428913 clicks","Daily estimated Local Click ratio per job in  Arlington : $ 0.333572186700348"
"2025","Beaumont","TX","retail",22,22600,23.5338424995522,7.5102678250196,0.31912628909463,-94.1451,30.0849,"Annual estimated Salary of  retail  in  Beaumont : $ 22600","Daily estimated Click per job of  retail  in  Beaumont :  23.5338424995522 clicks","Daily estimated Local Click ratio per job in  Beaumont : $ 0.31912628909463"
"2026","Durham","NC","food",31,22600,15.5784619893466,5.00480645696385,0.32126447786607,-78.9045,35.9801,"Annual estimated Salary of  food  in  Durham : $ 22600","Daily estimated Click per job of  food  in  Durham :  15.5784619893466 clicks","Daily estimated Local Click ratio per job in  Durham : $ 0.32126447786607"
"2027","Green Bay","WI","retail",27,22600,14.827678551998,5.3527750502874,0.360998859768655,-87.9895,44.5151,"Annual estimated Salary of  retail  in  Green Bay : $ 22600","Daily estimated Click per job of  retail  in  Green Bay :  14.827678551998 clicks","Daily estimated Local Click ratio per job in  Green Bay : $ 0.360998859768655"
"2028","Boulder","CO","food",32,22550,10.3149794442792,2.31669796022285,0.224595499461486,-105.2514,40.0274,"Annual estimated Salary of  food  in  Boulder : $ 22550","Daily estimated Click per job of  food  in  Boulder :  10.3149794442792 clicks","Daily estimated Local Click ratio per job in  Boulder : $ 0.224595499461486"
"2029","Ann Arbor","MI","food",26,22500,13.1755747935617,2.4646080836775,0.187058866295673,-83.7312,42.2757,"Annual estimated Salary of  food  in  Ann Arbor : $ 22500","Daily estimated Click per job of  food  in  Ann Arbor :  13.1755747935617 clicks","Daily estimated Local Click ratio per job in  Ann Arbor : $ 0.187058866295673"
"2030","Bloomington","MN","food",21,22500,18.3568045974818,0.974082109702226,0.0530638164463466,-93.315,44.8306,"Annual estimated Salary of  food  in  Bloomington : $ 22500","Daily estimated Click per job of  food  in  Bloomington :  18.3568045974818 clicks","Daily estimated Local Click ratio per job in  Bloomington : $ 0.0530638164463466"
"2031","Chandler","AZ","food",27,22500,10.9087610585758,2.10486237959907,0.192951552270399,-111.8517,33.2828,"Annual estimated Salary of  food  in  Chandler : $ 22500","Daily estimated Click per job of  food  in  Chandler :  10.9087610585758 clicks","Daily estimated Local Click ratio per job in  Chandler : $ 0.192951552270399"
"2032","Charleston","SC","retail",32,22500,15.5753210434823,3.95220166529836,0.253747685474016,-79.9643,32.8137,"Annual estimated Salary of  retail  in  Charleston : $ 22500","Daily estimated Click per job of  retail  in  Charleston :  15.5753210434823 clicks","Daily estimated Local Click ratio per job in  Charleston : $ 0.253747685474016"
"2033","Columbia","SC","food",32,22500,20.2565141662557,6.71466623125344,0.33148182239761,-80.9043,34.0366,"Annual estimated Salary of  food  in  Columbia : $ 22500","Daily estimated Click per job of  food  in  Columbia :  20.2565141662557 clicks","Daily estimated Local Click ratio per job in  Columbia : $ 0.33148182239761"
"2034","Irvine","CA","food",27,22500,16.411482115228,2.90669359028934,0.177113411810154,-117.7738,33.6772,"Annual estimated Salary of  food  in  Irvine : $ 22500","Daily estimated Click per job of  food  in  Irvine :  16.411482115228 clicks","Daily estimated Local Click ratio per job in  Irvine : $ 0.177113411810154"
"2035","Little Rock","AR","food",21,22500,13.0089322798943,3.22374962687703,0.247810470338095,-92.3584,34.7255,"Annual estimated Salary of  food  in  Little Rock : $ 22500","Daily estimated Click per job of  food  in  Little Rock :  13.0089322798943 clicks","Daily estimated Local Click ratio per job in  Little Rock : $ 0.247810470338095"
"2036","Miami","FL","warehouse",27,22500,103.265559256507,43.5013944050271,0.421257529792401,-80.2102,25.784,"Annual estimated Salary of  warehouse  in  Miami : $ 22500","Daily estimated Click per job of  warehouse  in  Miami :  103.265559256507 clicks","Daily estimated Local Click ratio per job in  Miami : $ 0.421257529792401"
"2037","Overland Park","KS","food",31,22500,9.44820206416015,1.8334115455519,0.194048723037643,-94.6871,38.8871,"Annual estimated Salary of  food  in  Overland Park : $ 22500","Daily estimated Click per job of  food  in  Overland Park :  9.44820206416015 clicks","Daily estimated Local Click ratio per job in  Overland Park : $ 0.194048723037643"
"2038","Peoria","IL","food",21,22500,19.0683545997857,3.93048819000558,0.206126237554327,-89.6153,40.7518,"Annual estimated Salary of  food  in  Peoria : $ 22500","Daily estimated Click per job of  food  in  Peoria :  19.0683545997857 clicks","Daily estimated Local Click ratio per job in  Peoria : $ 0.206126237554327"
"2039","Portland","OR","food",93,22500,14.5238117116267,5.65322951315125,0.389238694730921,-122.65,45.5372,"Annual estimated Salary of  food  in  Portland : $ 22500","Daily estimated Click per job of  food  in  Portland :  14.5238117116267 clicks","Daily estimated Local Click ratio per job in  Portland : $ 0.389238694730921"
"2040","Tucson","AZ","retail",59,22500,22.5442569106864,12.3737085324201,0.548863002291052,-110.8777,32.1558,"Annual estimated Salary of  retail  in  Tucson : $ 22500","Daily estimated Click per job of  retail  in  Tucson :  22.5442569106864 clicks","Daily estimated Local Click ratio per job in  Tucson : $ 0.548863002291052"
"2041","Austin","TX","warehouse",42,22450,22.6564045841455,6.35444821802394,0.280470283553757,-97.7545,30.3038,"Annual estimated Salary of  warehouse  in  Austin : $ 22450","Daily estimated Click per job of  warehouse  in  Austin :  22.6564045841455 clicks","Daily estimated Local Click ratio per job in  Austin : $ 0.280470283553757"
"2042","Norfolk","VA","retail",32,22450,42.8602805354293,9.17671492123078,0.21410767280548,-76.259,36.8945,"Annual estimated Salary of  retail  in  Norfolk : $ 22450","Daily estimated Click per job of  retail  in  Norfolk :  42.8602805354293 clicks","Daily estimated Local Click ratio per job in  Norfolk : $ 0.21410767280548"
"2043","San Diego","CA","food",122,22450,16.8721106276988,5.76610787814204,0.341753797457673,-117.1225,32.8312,"Annual estimated Salary of  food  in  San Diego : $ 22450","Daily estimated Click per job of  food  in  San Diego :  16.8721106276988 clicks","Daily estimated Local Click ratio per job in  San Diego : $ 0.341753797457673"
"2044","Indianapolis","IN","warehouse",39,22400,40.353750001094,16.3178156413254,0.40436925046329,-86.1458,39.7771,"Annual estimated Salary of  warehouse  in  Indianapolis : $ 22400","Daily estimated Click per job of  warehouse  in  Indianapolis :  40.353750001094 clicks","Daily estimated Local Click ratio per job in  Indianapolis : $ 0.40436925046329"
"2045","Lancaster","PA","food",31,22400,20.8846284285462,6.27289240178383,0.300359301255737,-76.3012,40.0421,"Annual estimated Salary of  food  in  Lancaster : $ 22400","Daily estimated Click per job of  food  in  Lancaster :  20.8846284285462 clicks","Daily estimated Local Click ratio per job in  Lancaster : $ 0.300359301255737"
"2046","Lexington","KY","food",38,22400,12.2880596737683,4.53722259558624,0.369238326964833,-84.4587,38.0423,"Annual estimated Salary of  food  in  Lexington : $ 22400","Daily estimated Click per job of  food  in  Lexington :  12.2880596737683 clicks","Daily estimated Local Click ratio per job in  Lexington : $ 0.369238326964833"
"2047","Livermore","CA","retail",21,22400,13.2784349511324,1.67994884898926,0.126517082410077,-121.7607,37.6863,"Annual estimated Salary of  retail  in  Livermore : $ 22400","Daily estimated Click per job of  retail  in  Livermore :  13.2784349511324 clicks","Daily estimated Local Click ratio per job in  Livermore : $ 0.126517082410077"
"2048","Mesa","AZ","food",34,22400,11.0650775767404,2.78074108858327,0.251307871029173,-111.718,33.4016,"Annual estimated Salary of  food  in  Mesa : $ 22400","Daily estimated Click per job of  food  in  Mesa :  11.0650775767404 clicks","Daily estimated Local Click ratio per job in  Mesa : $ 0.251307871029173"
"2049","Milwaukee","WI","food",48,22400,15.4826506213625,6.23620051088365,0.402786361547107,-87.9669,43.064,"Annual estimated Salary of  food  in  Milwaukee : $ 22400","Daily estimated Click per job of  food  in  Milwaukee :  15.4826506213625 clicks","Daily estimated Local Click ratio per job in  Milwaukee : $ 0.402786361547107"
"2050","Phoenix","AZ","food",131,22400,13.9791878613433,5.01297414346032,0.358602673716312,-112.0891,33.5722,"Annual estimated Salary of  food  in  Phoenix : $ 22400","Daily estimated Click per job of  food  in  Phoenix :  13.9791878613433 clicks","Daily estimated Local Click ratio per job in  Phoenix : $ 0.358602673716312"
"2051","West Des Moines","IA","food",22,22400,10.3886510103088,1.65210710264186,0.159029993499874,-93.7803,41.5527,"Annual estimated Salary of  food  in  West Des Moines : $ 22400","Daily estimated Click per job of  food  in  West Des Moines :  10.3886510103088 clicks","Daily estimated Local Click ratio per job in  West Des Moines : $ 0.159029993499874"
"2052","Winston-Salem","NC","retail",23,22400,35.9230688817542,1.26181493483192,0.0351254771407576,-80.261,36.1029,"Annual estimated Salary of  retail  in  Winston-Salem : $ 22400","Daily estimated Click per job of  retail  in  Winston-Salem :  35.9230688817542 clicks","Daily estimated Local Click ratio per job in  Winston-Salem : $ 0.0351254771407576"
"2053","Evansville","IN","retail",26,22350,15.9764901485307,4.33729549193924,0.271479871462138,NA,NA,"Annual estimated Salary of  retail  in  Evansville : $ 22350","Daily estimated Click per job of  retail  in  Evansville :  15.9764901485307 clicks","Daily estimated Local Click ratio per job in  Evansville : $ 0.271479871462138"
"2054","Fort Worth","TX","retail",64,22350,30.5133352513457,10.0147693866261,0.328209594399694,-97.3466,32.7813,"Annual estimated Salary of  retail  in  Fort Worth : $ 22350","Daily estimated Click per job of  retail  in  Fort Worth :  30.5133352513457 clicks","Daily estimated Local Click ratio per job in  Fort Worth : $ 0.328209594399694"
"2055","Augusta","GA","food",23,22300,17.5299960410985,5.96473812435538,0.340258954444214,-82.0708,33.3644,"Annual estimated Salary of  food  in  Augusta : $ 22300","Daily estimated Click per job of  food  in  Augusta :  17.5299960410985 clicks","Daily estimated Local Click ratio per job in  Augusta : $ 0.340258954444214"
"2056","Indianapolis","IN","food",165,22300,13.9420258955425,4.77736097345285,0.342659023103684,-86.1458,39.7771,"Annual estimated Salary of  food  in  Indianapolis : $ 22300","Daily estimated Click per job of  food  in  Indianapolis :  13.9420258955425 clicks","Daily estimated Local Click ratio per job in  Indianapolis : $ 0.342659023103684"
"2057","Madison","WI","retail",52,22300,12.6206024397224,4.56745800146142,0.361904910900741,-89.3921,43.0809,"Annual estimated Salary of  retail  in  Madison : $ 22300","Daily estimated Click per job of  retail  in  Madison :  12.6206024397224 clicks","Daily estimated Local Click ratio per job in  Madison : $ 0.361904910900741"
"2058","Miami","FL","food",98,22300,17.7177616189354,7.78074097625263,0.439149207648057,-80.2102,25.784,"Annual estimated Salary of  food  in  Miami : $ 22300","Daily estimated Click per job of  food  in  Miami :  17.7177616189354 clicks","Daily estimated Local Click ratio per job in  Miami : $ 0.439149207648057"
"2059","Tampa","FL","sanitation",23,22300,34.7107963120173,14.3057129339995,0.412140153899227,-82.4454,27.9937,"Annual estimated Salary of  sanitation  in  Tampa : $ 22300","Daily estimated Click per job of  sanitation  in  Tampa :  34.7107963120173 clicks","Daily estimated Local Click ratio per job in  Tampa : $ 0.412140153899227"
"2060","York","PA","retail",22,22300,22.8414277530585,7.29724552002285,0.319474141411574,-76.7315,39.9651,"Annual estimated Salary of  retail  in  York : $ 22300","Daily estimated Click per job of  retail  in  York :  22.8414277530585 clicks","Daily estimated Local Click ratio per job in  York : $ 0.319474141411574"
"2061","Evansville","IN","food",24,22250,10.1885790219948,3.47208158373704,0.340781729840991,NA,NA,"Annual estimated Salary of  food  in  Evansville : $ 22250","Daily estimated Click per job of  food  in  Evansville :  10.1885790219948 clicks","Daily estimated Local Click ratio per job in  Evansville : $ 0.340781729840991"
"2062","Fairfax","VA","food",24,22250,8.29905916670509,1.37926884805696,0.166195808506877,-77.2998,38.8531,"Annual estimated Salary of  food  in  Fairfax : $ 22250","Daily estimated Click per job of  food  in  Fairfax :  8.29905916670509 clicks","Daily estimated Local Click ratio per job in  Fairfax : $ 0.166195808506877"
"2063","Myrtle Beach","SC","retail",30,22250,25.524647056395,7.19158622985861,0.281750662956055,-78.8844,33.7095,"Annual estimated Salary of  retail  in  Myrtle Beach : $ 22250","Daily estimated Click per job of  retail  in  Myrtle Beach :  25.524647056395 clicks","Daily estimated Local Click ratio per job in  Myrtle Beach : $ 0.281750662956055"
"2064","Reno","NV","food",38,22250,14.3651344932882,5.97510573994524,0.415944991168513,-119.8486,39.5487,"Annual estimated Salary of  food  in  Reno : $ 22250","Daily estimated Click per job of  food  in  Reno :  14.3651344932882 clicks","Daily estimated Local Click ratio per job in  Reno : $ 0.415944991168513"
"2065","Akron","OH","retail",23,22200,18.1683678436181,4.91981112092886,0.27078993354139,-81.5219,41.0802,"Annual estimated Salary of  retail  in  Akron : $ 22200","Daily estimated Click per job of  retail  in  Akron :  18.1683678436181 clicks","Daily estimated Local Click ratio per job in  Akron : $ 0.27078993354139"
"2066","Baton Rouge","LA","retail",41,22200,22.8098980837551,9.24204970475816,0.405177159092184,-91.1314,30.4422,"Annual estimated Salary of  retail  in  Baton Rouge : $ 22200","Daily estimated Click per job of  retail  in  Baton Rouge :  22.8098980837551 clicks","Daily estimated Local Click ratio per job in  Baton Rouge : $ 0.405177159092184"
"2067","Bloomington","MN","retail",21,22200,14.3427609160071,0.966619032653882,0.0673942094074157,-93.315,44.8306,"Annual estimated Salary of  retail  in  Bloomington : $ 22200","Daily estimated Click per job of  retail  in  Bloomington :  14.3427609160071 clicks","Daily estimated Local Click ratio per job in  Bloomington : $ 0.0673942094074157"
"2068","Fort Collins","CO","food",28,22200,13.5581255036485,4.24118071436484,0.312814681736317,-105.0656,40.5487,"Annual estimated Salary of  food  in  Fort Collins : $ 22200","Daily estimated Click per job of  food  in  Fort Collins :  13.5581255036485 clicks","Daily estimated Local Click ratio per job in  Fort Collins : $ 0.312814681736317"
"2069","Indianapolis","IN","sanitation",27,22200,21.9698583525447,7.94062639223458,0.361432753220953,-86.1458,39.7771,"Annual estimated Salary of  sanitation  in  Indianapolis : $ 22200","Daily estimated Click per job of  sanitation  in  Indianapolis :  21.9698583525447 clicks","Daily estimated Local Click ratio per job in  Indianapolis : $ 0.361432753220953"
"2070","Charleston","WV","retail",24,22100,19.7589995532907,6.76899502743402,0.342577821775734,-81.6323,38.3484,"Annual estimated Salary of  retail  in  Charleston : $ 22100","Daily estimated Click per job of  retail  in  Charleston :  19.7589995532907 clicks","Daily estimated Local Click ratio per job in  Charleston : $ 0.342577821775734"
